Iteration FitnessValue ScCosts FR
0 0.7537222144386989 204855.74999999997 0.92
1 0.7537222144386989 204855.74999999997 0.92
2 0.7537222144386989 204855.74999999997 0.92
3 0.7537222144386989 204855.74999999997 0.92
4 0.7537222144386989 204855.74999999997 0.92
5 0.7537222144386989 204855.74999999997 0.92
6 0.7537222144386989 204855.74999999997 0.92
7 0.7537222144386989 204855.74999999997 0.92
8 0.7537222144386989 204855.74999999997 0.92
9 0.7537222144386989 204855.74999999997 0.92
10 0.7537222144386989 204855.74999999997 0.92
11 0.7537222144386989 204855.74999999997 0.92
12 0.7537222144386989 204855.74999999997 0.92
13 0.7537222144386989 204855.74999999997 0.92
14 0.7537222144386989 204855.74999999997 0.92
15 0.7537222144386989 204855.74999999997 0.92
16 0.7537222144386989 204855.74999999997 0.92
17 0.7537222144386989 204855.74999999997 0.92
18 0.7537222144386989 204855.74999999997 0.92
19 0.7537222144386989 204855.74999999997 0.92
20 0.7537222144386989 204855.74999999997 0.92
21 0.7537222144386989 204855.74999999997 0.92
22 0.7537222144386989 204855.74999999997 0.92
23 0.7537222144386989 204855.74999999997 0.92
24 0.7537222144386989 204855.74999999997 0.92
25 0.7537222144386989 204855.74999999997 0.92
26 0.7537222144386989 204855.74999999997 0.92
27 0.7537222144386989 204855.74999999997 0.92
28 0.7537222144386989 204855.74999999997 0.92
29 0.7537222144386989 204855.74999999997 0.92
30 0.7537222144386989 204855.74999999997 0.92
31 0.7537222144386989 204855.74999999997 0.92
32 0.7537222144386989 204855.74999999997 0.92
33 0.7537222144386989 204855.74999999997 0.92
34 0.7537222144386989 204855.74999999997 0.92
35 0.7537222144386989 204855.74999999997 0.92
36 0.7537222144386989 204855.74999999997 0.92
37 0.7537222144386989 204855.74999999997 0.92
38 0.7537222144386989 204855.74999999997 0.92
39 0.7537222144386989 204855.74999999997 0.92
40 0.7537222144386989 204855.74999999997 0.92
41 0.7537222144386989 204855.74999999997 0.92
42 0.7537222144386989 204855.74999999997 0.92
43 0.7537222144386989 204855.74999999997 0.92
44 0.7537222144386989 204855.74999999997 0.92
45 0.7537222144386989 204855.74999999997 0.92
46 0.7537222144386989 204855.74999999997 0.92
47 0.7537222144386989 204855.74999999997 0.92
48 0.7537222144386989 204855.74999999997 0.92
49 0.7537222144386989 204855.74999999997 0.92
50 0.7537222144386989 204855.74999999997 0.92
51 0.7537222144386989 204855.74999999997 0.92
52 0.7537222144386989 204855.74999999997 0.92
53 0.7537222144386989 204855.74999999997 0.92
54 0.7537222144386989 204855.74999999997 0.92
55 0.7537222144386989 204855.74999999997 0.92
56 0.7537222144386989 204855.74999999997 0.92
57 0.7537222144386989 204855.74999999997 0.92
58 0.7537222144386989 204855.74999999997 0.92
59 0.7537222144386989 204855.74999999997 0.92
60 0.7537222144386989 204855.74999999997 0.92
61 0.7537222144386989 204855.74999999997 0.92
62 0.7537222144386989 204855.74999999997 0.92
63 0.7537222144386989 204855.74999999997 0.92
64 0.7537222144386989 204855.74999999997 0.92
65 0.7537222144386989 204855.74999999997 0.92
66 0.7537222144386989 204855.74999999997 0.92
67 0.7537222144386989 204855.74999999997 0.92
68 0.7537222144386989 204855.74999999997 0.92
69 0.7537222144386989 204855.74999999997 0.92
70 0.7537222144386989 204855.74999999997 0.92
71 0.7537222144386989 204855.74999999997 0.92
72 0.7537222144386989 204855.74999999997 0.92
73 0.7537222144386989 204855.74999999997 0.92
74 0.7537222144386989 204855.74999999997 0.92
75 0.7537222144386989 204855.74999999997 0.92
76 0.7537222144386989 204855.74999999997 0.92
77 0.7537222144386989 204855.74999999997 0.92
78 0.7537222144386989 204855.74999999997 0.92
79 0.7537222144386989 204855.74999999997 0.92
80 0.7537222144386989 204855.74999999997 0.92
81 0.7537222144386989 204855.74999999997 0.92
82 0.7537222144386989 204855.74999999997 0.92
83 0.7537222144386989 204855.74999999997 0.92
84 0.7537222144386989 204855.74999999997 0.92
85 0.7537222144386989 204855.74999999997 0.92
86 0.7537222144386989 204855.74999999997 0.92
87 0.7537222144386989 204855.74999999997 0.92
88 0.7537222144386989 204855.74999999997 0.92
89 0.7537222144386989 204855.74999999997 0.92
90 0.7537222144386989 204855.74999999997 0.92
91 0.7537222144386989 204855.74999999997 0.92
92 0.7537222144386989 204855.74999999997 0.92
93 0.7537222144386989 204855.74999999997 0.92
94 0.7537222144386989 204855.74999999997 0.92
95 0.7537222144386989 204855.74999999997 0.92
96 0.7537222144386989 204855.74999999997 0.92
97 0.7537222144386989 204855.74999999997 0.92
98 0.7537222144386989 204855.74999999997 0.92
99 0.7537222144386989 204855.74999999997 0.92
100 0.7537222144386989 204855.74999999997 0.92
101 0.7537222144386989 204855.74999999997 0.92
102 0.7537222144386989 204855.74999999997 0.92
103 0.7537222144386989 204855.74999999997 0.92
104 0.7537222144386989 204855.74999999997 0.92
105 0.7537222144386989 204855.74999999997 0.92
106 0.7537222144386989 204855.74999999997 0.92
107 0.7537222144386989 204855.74999999997 0.92
108 0.7537222144386989 204855.74999999997 0.92
109 0.7537222144386989 204855.74999999997 0.92
110 0.7537222144386989 204855.74999999997 0.92
111 0.7537222144386989 204855.74999999997 0.92
112 0.7537222144386989 204855.74999999997 0.92
113 0.7537222144386989 204855.74999999997 0.92
114 0.7537222144386989 204855.74999999997 0.92
115 0.7537222144386989 204855.74999999997 0.92
116 0.7537222144386989 204855.74999999997 0.92
117 0.7537222144386989 204855.74999999997 0.92
118 0.7537222144386989 204855.74999999997 0.92
119 0.7537222144386989 204855.74999999997 0.92
120 0.7537222144386989 204855.74999999997 0.92
121 0.7537222144386989 204855.74999999997 0.92
122 0.7537222144386989 204855.74999999997 0.92
123 0.7537222144386989 204855.74999999997 0.92
124 0.7537222144386989 204855.74999999997 0.92
125 0.7537222144386989 204855.74999999997 0.92
126 0.7537222144386989 204855.74999999997 0.92
127 0.7537222144386989 204855.74999999997 0.92
128 0.7537222144386989 204855.74999999997 0.92
129 0.7537222144386989 204855.74999999997 0.92
130 0.7537222144386989 204855.74999999997 0.92
